countryName,totalEntries,totalExits,totalFlow
Austria,37656988273.0,158971835191.0,-157781620201.0
Belarus,0.0,0.0,5098735936.0
Belgium,45391898537.6,33245742690.9,12148969912.699999
Bulgaria,25321882770.1,12622490728.0,12699392042.099998
Croatia,1706979109.0,1707353863.0,-374754.0
Czechia,87848002374.0,34590280231.0,-23330019585.0
Denmark,0.0,265899746.0,-265899746.0
Estonia,1381026313.0,500957262.0,880069051.0
Finland,3559550338.0,0.0,0.0
France,42793279987.0,25717914779.0,-3476573671.0
Germany,146995558996.805,197383668949.64,-14660325419.540009
Greece,5126717357.0,2970707854.0,1078004445.0
Hungary,14655712023.86,14772392576.6,-3819801381.1400003
Ireland,0.0,0.0,-4244694945.0
Italy,44140758014.0,27229777622.0,12400421003.0
Latvia,973630843.0,532181046.0,441449797.0
Libya,0.0,0.0,4234686888.0
Lithuania,5129959720.0,31223784.0,-2413135018.0
Luxemburg,1122270411.0,1122270008.33,402.6700000166893
Moldavia,14587151721.7,16634605960.050001,13590013282.050001
Morocco,7803452798.0,0.0,0.0
Netherlands,36504100822.4,52407771065.71001,-35733365358.705
North Macedonia,0.0,428630238.0,-428630238.0
Norway,32289014037.9,0.0,98817115362.9
Poland,24400597837.0,24400858158.5,-668220.5
Portugal,513164687.0,514625473.0,-1460786.0
Romania,38900017828.22,19662783894.83,20395561936.71
Russia,833880728.0,2413135018.0,79712281652.9472
San Marino,0.0,92309673.0,0.0
Serbia,0.0,2869591000.0,0.0
Slovakia,48374064411.0,162079078123.0,-74158109544.0
Slovenia,1837490349.0,1837650918.0,-160569.0
Spain,6432884328.0,6302870728.0,7933466398.0
Switzerland,12676239084.0,89264036145.6,-23081113945.2
Turkey,1078005058.0,6187223365.0,-4031213249.0
Ukraine,150782202778.9072,17016150549.16,42484935947.479996
United Kingdom,53799549597.0,16352077065.7,0.0
