fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,7876106384.0,7876106385.0,-1.0
Austria,Germany,14564618826.0,12630835166.0,1933783660.0
Austria,Hungary,380185884.0,380186110.0,-226.0
Austria,Italy,7410281167.0,7427862280.0,-17581113.0
Austria,Slovakia,0.0,22049155244.0,-22049155244.0
Austria,Slovenia,696831325.0,696556222.0,275103.0
Belarus,Lithuania,2343033072.0,0.0,2343033072.0
Belgium,France,7602730235.0,7602730238.0,-3.0
Belgium,Germany,28638274061.1,19952256560.0,8686017501.099998
Belgium,Luxemburg,768318561.0,0.0,768318561.0
Belgium,Netherlands,20864534805.1,13212613614.9,7651921190.199999
Belgium,Norway,13863866644.0,0.0,13863866644.0
Belgium,United Kingdom,9712269343.0,9712530417.0,-261074.0
Bulgaria,Greece,2142897107.0,1221797182.19,921099924.81
Bulgaria,North Macedonia,0.0,337654590.0,-337654590.0
Bulgaria,Romania,526842586.41899997,526857695.987,-15109.568000018597
Bulgaria,Serbia,0.0,6505298438.0,-6505298438.0
Bulgaria,Turkey,0.0,0.0,0.0
Croatia,Hungary,371314000.0,371314000.0,0.0
Croatia,Slovenia,97277567.0,97231024.0,46543.0
Czechia,Germany,7199847130.0,18287130635.92,-11087283505.919998
Czechia,Poland,10778635.0,10318112.0,460523.0
Czechia,Slovakia,1640844841.0,1640844841.0,0.0
Denmark,Germany,333710222.0,356613932.0,-22903710.0
Denmark,Poland,4776500156.0,5078798118.0,-302297962.0
Estonia,Finland,818590453.0,821735516.97,-3145063.9700000286
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,818590453.0,821735516.97,-3145063.9700000286
France,Belgium,7602730235.0,7602730238.0,-3.0
France,Germany,1672160000.0,1676156842.0,-3996842.0
France,Spain,2397359311.0,2441777699.0,-44418388.0
France,Switzerland,0.0,14669070282.0,-14669070282.0
Germany,Austria,12984336289.0,13308459365.0,-324123076.0
Germany,Belgium,8684070548.0,0.0,8684070548.0
Germany,Czechia,11106625898.0,38611471095.06,-27504845197.059998
Germany,Denmark,333710222.0,356613932.0,-22903710.0
Germany,France,1672160000.0,3352313684.0,-1680153684.0
Germany,Luxemburg,0.0,0.0,0.0
Germany,Netherlands,23188304658.105,33996944987.1,-10808640328.994999
Germany,Norway,18155472184.3,0.0,18155472184.3
Germany,Poland,1561184734.0,1561242575.971,-57841.97099995613
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,308188475.0,60638503084.08,-60330314609.08
Greece,Bulgaria,2142897107.0,1221797182.19,921099924.81
Greece,Turkey,10191273257.0,0.0,10191273257.0
Hungary,Austria,380185884.0,380186110.0,-226.0
Hungary,Croatia,371314000.0,371314000.0,0.0
Hungary,Romania,913973906.16685,913956049.43,17856.73685002327
Hungary,Serbia,3049107000.0,279009000.0,2770098000.0
Hungary,Slovakia,1474547000.0,1474547000.0,0.0
Hungary,Ukraine,684142884.35,656378979.65,27763904.700000048
Ireland,United Kingdom,19457780.0,5582697416.0,-5563239636.0
Italy,Albania,7876106384.0,7876106385.0,-1.0
Italy,Austria,7410281167.0,7427862280.0,-17581113.0
Italy,San Marino,0.0,64673765.0,-64673765.0
Italy,Slovenia,359642181.0,359848059.0,-205878.0
Italy,Switzerland,18735597396.0,167219821.0,18568377575.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,1780170566.0,1780170566.0,0.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,2093866810.0,0.0,2093866810.0
Lithuania,Latvia,1780170566.0,1780170566.0,0.0
Lithuania,Poland,460891879.0,460891879.0,0.0
Lithuania,Russia,0.0,2372730043.0,-2372730043.0
Luxemburg,Belgium,768318561.0,0.0,768318561.0
Luxemburg,Germany,0.0,0.0,0.0
Moldavia,Romania,0.0,45213646.15,-45213646.15
Moldavia,Ukraine,273271123.07,791856989.84,-518585866.77000004
Netherlands,Belgium,20864534805.1,13212613614.9,7651921190.199999
Netherlands,Germany,51193044555.305,70414726384.0,-19221681828.695
Netherlands,United Kingdom,3386.2999999999997,58977570.0,-58974183.7
North Macedonia,Bulgaria,0.0,337654590.0,-337654590.0
Norway,Belgium,13863866644.0,0.0,13863866644.0
Norway,Denmark,6406979441.0,0.0,6406979441.0
Norway,France,11724841427.0,0.0,11724841427.0
Norway,Germany,18155472184.3,0.0,18155472184.3
Norway,United Kingdom,42030913704.0,0.0,42030913704.0
Poland,Czechia,10318112.0,10318112.0,0.0
Poland,Denmark,4776500156.0,5078798118.0,-302297962.0
Poland,Germany,1561184734.0,1561242575.971,-57841.97099995613
Poland,Lithuania,460891879.0,460891879.0,0.0
Poland,Slovakia,0.0,0.0,0.0
Poland,Ukraine,795595729.34,745637174.0,49958555.34000003
Portugal,Spain,906577474.0,898735750.0,7841724.0
Romania,Bulgaria,526842586.41899997,526857695.987,-15109.568000018597
Romania,Hungary,913973906.16685,913956049.43,17856.73685002327
Romania,Moldavia,0.0,45213646.15,-45213646.15
Romania,Ukraine,0.0,0.0,0.0
Russia,Estonia,0.0,0.0,0.0
Russia,Germany,0.0,0.0,0.0
Russia,Latvia,0.0,0.0,0.0
Russia,Ukraine,9960295833.1,0.0,9960295833.1
Serbia,Bulgaria,0.0,6505298438.0,-6505298438.0
Serbia,Hungary,3049107000.0,0.0,3049107000.0
Slovakia,Austria,0.0,16536866433.0,-16536866433.0
Slovakia,Czechia,1640844841.0,1640844841.0,0.0
Slovakia,Hungary,1474547000.0,1474547000.0,0.0
Slovakia,Poland,0.0,0.0,0.0
Slovakia,Ukraine,10367855676.6,10366570254.9,1285421.700000763
