fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,7937952270.0,7937706093.0,246177.0
Austria,Germany,7909322092.0,16654245475.0,-8744923383.0
Austria,Hungary,4004229133.0,4004239164.0,-10031.0
Austria,Italy,3514734476.0,3501426133.0,13308343.0
Austria,Slovakia,0.0,31107454808.0,-31107454808.0
Austria,Slovenia,635873494.0,635816451.0,57043.0
Belarus,Lithuania,1311203809.0,0.0,1311203809.0
Belgium,France,7052577131.0,7052577132.0,-1.0
Belgium,Germany,31303772319.6,23000983679.0,8302788640.599998
Belgium,Netherlands,28661890508.4,20878476722.7,7783413785.700001
Belgium,Norway,13155568858.0,0.0,13155568858.0
Belgium,United Kingdom,16982740756.0,16986031136.0,-3290380.0
Bulgaria,Greece,1628066272.0,1002756822.16,625309449.84
Bulgaria,North Macedonia,0.0,40721383.0,-40721383.0
Bulgaria,Romania,1995601318.75,1995664634.0,-63315.25
Bulgaria,Serbia,0.0,4991119069.0,-4991119069.0
Bulgaria,Turkey,0.0,0.0,0.0
Croatia,Hungary,915522000.0,915521944.0,56.0
Croatia,Slovenia,359368238.0,359444447.0,-76209.0
Czechia,Germany,4792157017.0,31211309586.01,-26419152569.01
Czechia,Poland,25222339.0,25072722.0,149617.0
Czechia,Slovakia,645238850.0,645238850.0,0.0
Denmark,Germany,421066647.0,407173294.0,13893353.0
Denmark,Poland,4085561284.0,4078233025.0,7328259.0
Estonia,Finland,892621724.13,895910012.15,-3288288.019999981
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,892621724.13,895910012.15,-3288288.019999981
France,Belgium,7052577131.0,7052577132.0,-1.0
France,Germany,842544000.0,836057702.0,6486298.0
France,Spain,5844725028.0,5913182908.0,-68457880.0
France,Switzerland,0.0,14118980978.0,-14118980978.0
Germany,Austria,13221099862.0,13825712027.0,-604612165.0
Germany,Belgium,8356359977.0,0.0,8356359977.0
Germany,Czechia,4237360283.0,66165136024.01,-61927775741.01
Germany,Denmark,421066647.0,407173294.0,13893353.0
Germany,France,842544000.0,1672115404.0,-829571404.0
Germany,Luxemburg,0.0,0.0,0.0
Germany,Netherlands,16374949282.4,23364499031.4,-6989549749.000002
Germany,Norway,18571977510.1,0.0,18571977510.1
Germany,Poland,1364515642.0,1363306439.98,1209202.019999981
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,656580182.0,37133609261.984,-36477029079.984
Greece,Bulgaria,1628066272.0,1002756822.16,625309449.84
Greece,Turkey,9696095573.0,0.0,9696095573.0
Hungary,Austria,4004229133.0,4004239164.0,-10031.0
Hungary,Croatia,915522000.0,915521944.0,56.0
Hungary,Romania,1054079000.0,1054061355.59,17644.40999996662
Hungary,Serbia,3125454000.0,0.0,3125454000.0
Hungary,Slovakia,213481000.0,213481000.0,0.0
Hungary,Ukraine,113732064.61,105904000.0,7828064.609999999
Ireland,United Kingdom,11405556.0,4324260051.0,-4312854495.0
Italy,Albania,7937952270.0,7937706093.0,246177.0
