fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,9109249969.0,9121907912.0,-12657943.0
Austria,Germany,1302381271.0,4775160359.0,-3472779088.0
Austria,Hungary,170867936.0,170866388.0,1548.0
Austria,Italy,1204593304.0,1204593304.0,0.0
Austria,Slovakia,0.0,30166092360.0,-30166092360.0
Austria,Slovenia,290548111.0,290541173.0,6938.0
Belarus,Lithuania,2414273467.0,0.0,2414273467.0
Belgium,France,5839288825.0,5839288832.0,-7.0
Belgium,Germany,22439705235.7,15576745334.0,6862959901.700001
Belgium,Netherlands,14883672050.2,11778259339.1,3105412711.1000004
Belgium,Norway,13503059424.0,0.0,13503059424.0
Belgium,United Kingdom,5915924908.0,5916141552.0,-216644.0
Bulgaria,Greece,1192174910.0,3766401734.1,-2574226824.1
Bulgaria,North Macedonia,0.0,271380671.0,-271380671.0
Bulgaria,Romania,3394603724.9309998,3394731624.0,-127899.06900024414
Bulgaria,Serbia,0.0,8185162202.0,-8185162202.0
Bulgaria,Turkey,1460967619.0,0.0,1460967619.0
Croatia,Hungary,612282682.0,612280976.0,1706.0
Croatia,Slovenia,82880623.0,82879994.0,629.0
Czechia,Germany,10533997426.0,10105947087.307,428050338.6930008
Czechia,Poland,197041720.0,196851921.0,189799.0
Czechia,Slovakia,747247746.0,745030739.0,2217007.0
Denmark,Germany,153037932.0,152557897.0,480035.0
Denmark,Poland,5621834672.0,5612161639.0,9673033.0
Estonia,Finland,264088990.37,266510603.0,-2421612.629999995
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,264088990.37,266510603.0,-2421612.629999995
France,Belgium,5839288825.0,5839288832.0,-7.0
France,Germany,615711688.0,597159922.0,18551766.0
France,Spain,2408946080.0,2419371538.0,-10425458.0
France,Switzerland,122058234.0,10103307536.0,-9981249302.0
Germany,Austria,1354486253.0,3393979450.0,-2039493197.0
Germany,Belgium,6862959903.0,0.0,6862959903.0
Germany,Czechia,18662974466.0,17391653525.307,1271320940.6930008
Germany,Denmark,153037932.0,152557897.0,480035.0
Germany,France,625823376.0,1194319844.0,-568496468.0
Germany,Luxemburg,1605800.0,1607412.0,-1612.0
Germany,Netherlands,11608758421.9,18733847887.2,-7125089465.300001
Germany,Norway,16002007102.7,0.0,16002007102.7
Germany,Poland,374377438.0,374104934.991,272503.00900000334
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,3005075157.0,9421812921.588,-6416737764.587999
Greece,Bulgaria,1192174910.0,3766401734.1,-2574226824.1
Greece,Turkey,10971648264.0,0.0,10971648264.0
Hungary,Austria,170867936.0,170866388.0,1548.0
Hungary,Croatia,612282682.0,612280976.0,1706.0
Hungary,Romania,1862457674.643517,1862419301.04,38373.60351705551
Hungary,Serbia,6680746512.0,50949000.0,6629797512.0
Hungary,Slovakia,1003363000.0,1003355000.0,8000.0
Hungary,Ukraine,1872738490.45,1867840000.0,4898490.450000048
Ireland,United Kingdom,13796112.0,4294689686.0,-4280893574.0
Italy,Albania,9109249969.0,9121907912.0,-12657943.0
Italy,Austria,1204593304.0,1204593304.0,0.0
Italy,San Marino,0.0,18529477.0,-18529477.0
Italy,Slovenia,272274347.0,271657582.0,616765.0
Italy,Switzerland,8717499872.0,491444662.0,8226055210.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,1515716317.0,1515716317.0,0.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,1950627493.0,0.0,1950627493.0
Lithuania,Latvia,1515716317.0,1515716317.0,0.0
Lithuania,Poland,336436913.0,336436913.0,0.0
Lithuania,Russia,0.0,2418368900.0,-2418368900.0
Luxemburg,Germany,1605800.0,1607412.0,-1612.0
Moldavia,Romania,0.0,357772120.949,-357772120.949
Moldavia,Ukraine,5091257.27,941713427.98,-936622170.71
Netherlands,Belgium,14883672050.2,11778259339.1,3105412711.1000004
Netherlands,Germany,25059045283.7,43873426805.4,-18814381521.7
Netherlands,United Kingdom,64463801.1,67662190.3,-3198389.1999999955
North Macedonia,Bulgaria,0.0,271380671.0,-271380671.0
Norway,Belgium,13503059424.0,0.0,13503059424.0
Norway,Denmark,7473349985.0,0.0,7473349985.0
