fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,7461423153.0,7461423153.0,0.0
Austria,Germany,11855435931.0,7588320844.0,4267115087.0
Austria,Hungary,1640232187.0,1640232501.0,-314.0
Austria,Italy,4479680534.0,4479680534.0,0.0
Austria,Slovakia,0.0,24933625084.0,-24933625084.0
Austria,Slovenia,804434237.0,803250091.0,1184146.0
Belarus,Lithuania,2567689802.0,0.0,2567689802.0
Belgium,France,7415908530.0,7415908518.0,12.0
Belgium,Germany,29078312003.8,20720096805.0,8358215198.799999
Belgium,Luxemburg,785416352.0,0.0,785416352.0
Belgium,Netherlands,20636421730.4,12849637257.1,7786784473.300001
Belgium,Norway,13825295906.0,0.0,13825295906.0
Belgium,United Kingdom,11379355594.0,11379756543.0,-400949.0
Bulgaria,Greece,2270485890.0,2346585899.3,-76100009.30000019
Bulgaria,North Macedonia,0.0,427357111.0,-427357111.0
Bulgaria,Romania,1781192261.74,1781292435.0,-100173.25999999046
Bulgaria,Serbia,0.0,6746341760.0,-6746341760.0
Bulgaria,Turkey,0.0,0.0,0.0
Croatia,Hungary,444093000.0,444552984.0,-459984.0
Croatia,Slovenia,124917368.0,124927722.0,-10354.0
Czechia,Germany,6660050969.0,18426507271.0,-11766456302.0
Czechia,Poland,53120690.0,52625258.0,495432.0
Czechia,Slovakia,2142726837.0,2142726837.0,0.0
Denmark,Germany,24078907.0,58423181.0,-34344274.0
Denmark,Poland,5427803174.0,5427353965.0,449209.0
Estonia,Finland,1255555102.0,1254004364.7,1550737.2999999523
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,1255555102.0,1254004364.7,1550737.2999999523
France,Belgium,7415908530.0,7415908518.0,12.0
France,Germany,2333168000.0,2332813202.0,354798.0
France,Spain,1965032095.0,1939343554.0,25688541.0
France,Switzerland,0.0,14603398956.0,-14603398956.0
Germany,Austria,9391379331.0,8055797427.0,1335581904.0
Germany,Belgium,8351048167.0,0.0,8351048167.0
Germany,Czechia,13295235433.0,41477264549.0,-28182029116.0
Germany,Denmark,24078907.0,58423181.0,-34344274.0
Germany,France,2333168000.0,4665626404.0,-2332458404.0
Germany,Luxemburg,729646.0,728897.0,749.0
Germany,Netherlands,20236719533.1,30220321805.1,-9983602272.0
Germany,Norway,18134637640.6,0.0,18134637640.6
Germany,Poland,1515770059.0,1515848956.844,-78897.84400010109
