fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,8496726419.0,8484306039.0,12420380.0
Austria,Germany,6683774959.0,5312718343.0,1371056616.0
Austria,Hungary,3802756888.0,3802757223.0,-335.0
Austria,Italy,3328249332.0,3322363659.0,5885673.0
Austria,Slovakia,0.0,29455718840.0,-29455718840.0
Austria,Slovenia,686746310.0,686746929.0,-619.0
Belarus,Lithuania,2472626754.0,0.0,2472626754.0
Belgium,France,4074737356.0,4074737358.0,-2.0
Belgium,Germany,27288425519.2,19099516436.0,8188909083.200001
Belgium,Luxemburg,692516609.0,0.0,692516609.0
Belgium,Netherlands,15480906030.8,9831238494.8,5649667536.0
Belgium,Norway,13851636425.0,0.0,13851636425.0
Belgium,United Kingdom,10059309797.0,10061579596.0,-2269799.0
Bulgaria,Greece,1492939737.0,1497549697.59,-4609960.589999914
Bulgaria,North Macedonia,0.0,356658972.0,-356658972.0
Bulgaria,Romania,800823323.42,800878751.023,-55427.60300004482
Bulgaria,Serbia,0.0,6101277001.0,-6101277001.0
Bulgaria,Turkey,0.0,0.0,0.0
Croatia,Hungary,816314000.0,816313960.0,40.0
Croatia,Slovenia,300807866.0,300941253.0,-133387.0
Czechia,Germany,6091877420.0,12672760749.42,-6580883329.42
Czechia,Poland,43114785.0,42726408.0,388377.0
Czechia,Slovakia,837603265.0,837603265.0,0.0
Denmark,Germany,52810451.0,83695665.0,-30885214.0
Denmark,Poland,5319147914.0,5307762289.0,11385625.0
Estonia,Finland,941075710.49,939205675.78,1870034.7100000381
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,941075710.49,939205675.78,1870034.7100000381
France,Belgium,4074737356.0,4074737358.0,-2.0
France,Germany,312352000.0,312357625.0,-5625.0
France,Spain,3828374085.0,3854794834.0,-26420749.0
France,Switzerland,0.0,10299647178.0,-10299647178.0
Germany,Austria,4741653604.0,5363968035.0,-622314431.0
Germany,Belgium,8177451069.0,0.0,8177451069.0
Germany,Czechia,10999187136.0,30514881537.42,-19515694401.42
Germany,Denmark,52810451.0,83695665.0,-30885214.0
Germany,France,312352000.0,624715250.0,-312363250.0
Germany,Luxemburg,0.0,0.0,0.0
Germany,Netherlands,17411976190.9,28537003284.4,-11125027093.5
Germany,Norway,17756214863.5,0.0,17756214863.5
Germany,Poland,1260012610.0,1258610480.414,1402129.5859999657
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,1902701689.0,23583027604.692,-21680325915.692
Greece,Bulgaria,1492939737.0,1497549697.59,-4609960.589999914
Greece,Turkey,10608959883.0,0.0,10608959883.0
Hungary,Austria,3802756888.0,3802757223.0,-335.0
Hungary,Croatia,816314000.0,816313960.0,40.0
Hungary,Romania,283957681.998,283948001.647059,9680.350941002369
Hungary,Serbia,3036158000.0,48428000.0,2987730000.0
Hungary,Slovakia,138110000.0,138110000.0,0.0
Hungary,Ukraine,2308976842.5299997,2150250000.0,158726842.52999973
Ireland,United Kingdom,277589707199.0,5696622415.0,271893084784.0
Italy,Albania,8496726419.0,8484306039.0,12420380.0
Italy,Austria,3328249332.0,3322363659.0,5885673.0
Italy,San Marino,0.0,48569680.0,-48569680.0
Italy,Slovenia,414029473.0,414708105.0,-678632.0
Italy,Switzerland,10470758088.0,1100886051.0,9369872037.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,1447665367.0,1447665402.0,-35.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,2661458901.0,0.0,2661458901.0
Lithuania,Latvia,1447665367.0,1447665402.0,-35.0
Lithuania,Poland,332865198.0,332890197.0,-24999.0
Lithuania,Russia,0.0,2520833772.0,-2520833772.0
Luxemburg,Belgium,692516609.0,0.0,692516609.0
Luxemburg,Germany,0.0,0.0,0.0
Moldavia,Romania,0.0,123563128.132,-123563128.132
Moldavia,Ukraine,211398294.44,629173338.55,-417775044.10999995
Netherlands,Belgium,15480906030.8,9831238494.8,5649667536.0
Netherlands,Germany,39917466642.4,59736017268.5,-19818550626.1
Netherlands,United Kingdom,493.5,148296338.0,-148295844.5
North Macedonia,Bulgaria,0.0,356658972.0,-356658972.0
Norway,Belgium,13851636425.0,0.0,13851636425.0
Norway,Denmark,6722037578.0,0.0,6722037578.0
Norway,France,14077407540.0,0.0,14077407540.0
Norway,Germany,17756214863.5,0.0,17756214863.5
Norway,United Kingdom,38628851936.0,0.0,38628851936.0
Poland,Czechia,42726408.0,42726408.0,0.0
Poland,Denmark,5319147914.0,5307762289.0,11385625.0
Poland,Germany,1260012610.0,1258610480.414,1402129.5859999657
Poland,Lithuania,332865198.0,332890197.0,-24999.0
Poland,Slovakia,0.0,0.0,0.0
Poland,Ukraine,815119916.08,758952333.0,56167583.08000004
Portugal,Spain,529605173.0,543663582.0,-14058409.0
Romania,Bulgaria,800823323.42,800878751.023,-55427.60300004482
Romania,Hungary,283957681.998,283948001.647059,9680.350941002369
Romania,Moldavia,0.0,123563128.132,-123563128.132
Romania,Ukraine,0.0,0.0,0.0
Russia,Estonia,0.0,0.0,0.0
Russia,Germany,0.0,0.0,0.0
Russia,Latvia,0.0,0.0,0.0
Russia,Ukraine,12814646168.9,0.0,12814646168.9
Serbia,Bulgaria,0.0,6101277001.0,-6101277001.0
Serbia,Hungary,3036158000.0,0.0,3036158000.0
Slovakia,Austria,0.0,22091789130.0,-22091789130.0
Slovakia,Czechia,837603265.0,837603265.0,0.0
Slovakia,Hungary,138110000.0,138110000.0,0.0
Slovakia,Poland,0.0,0.0,0.0
Slovakia,Ukraine,12113925717.9,12113894167.0,31550.89999961853
Slovenia,Austria,686746310.0,686746929.0,-619.0
Slovenia,Croatia,300807866.0,300941253.0,-133387.0
Slovenia,Italy,414029473.0,414708105.0,-678632.0
Spain,France,3828374085.0,3854794834.0,-26420749.0
Spain,Morocco,550955.0,805156449.0,-804605494.0
Spain,Portugal,529605173.0,543663582.0,-14058409.0
Switzerland,France,0.0,10299647178.0,-10299647178.0
Switzerland,Germany,815443581.0,9071755687.564,-8256312106.563999
Switzerland,Italy,10470758088.0,988224290.0,9482533798.0
Turkey,Bulgaria,8710983392.0,0.0,8710983392.0
Turkey,Greece,10608959883.0,0.0,10608959883.0
Ukraine,Hungary,2308976842.5299997,2150250000.0,158726842.52999973
Ukraine,Moldavia,211398294.44,2365238784.03,-2153840489.59
Ukraine,Poland,815119916.08,758952333.0,56167583.08000004
Ukraine,Romania,0.0,0.0,0.0
Ukraine,Slovakia,12113925717.9,12113894167.0,31550.89999961853
