countryA,countryB,entryFlow,exitFlow
Albania,Italy,3303082478.0,3572865536.0
Austria,Austria,0.0,110758267.0
Austria,Germany,672102114.0,2320760517.0
Austria,Hungary,81189105.0,81186666.0
Austria,Italy,389475853.0,441954884.0
Austria,Slovakia,0.0,11194442052.0
Austria,Slovenia,71549178.0,55352627.0
Belgium,Belgium,4921257982.0,7172698690.0
Belgium,France,1698471130.0,1698471133.0
Belgium,Germany,2220813652.0,4303329250.0
Belgium,Netherlands,4924021853.5,4341878718.0
Belgium,Norway,5081341060.0,0.0
Belgium,United Kingdom,0.0,2333302606.0
Bulgaria,Bulgaria,990128380.0,1791433901.0
Bulgaria,Greece,496778214.0,1432673607.0
Bulgaria,North Macedonia,0.0,84637037.0
Bulgaria,Romania,930740235.1389999,1068597697.0
Bulgaria,Serbia,0.0,3172575256.0
Bulgaria,Turkey,5638980295.0,0.0
Croatia,Croatia,983274899.0,621991287.0
Croatia,Hungary,344690682.0,321672984.0
Croatia,Slovenia,40718355.0,36903800.0
Czechia,Czechia,831824.0,1247056882.0
Czechia,Germany,7387810673.0,4212064698.307
Czechia,Poland,20401819.0,20401819.0
Czechia,Slovakia,133760142.0,150760442.0
Denmark,Denmark,23884640.0,0.0
Denmark,Germany,29310016.0,29297950.0
Denmark,Norway,2591554083.0,0.0
Denmark,Poland,1724631563.0,1724867140.0
Estonia,Estonia,0.0,88949224.493
Estonia,Finland,264088990.37,266510603.0
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,264088990.37,266510603.0
Finland,Finland,712513188.73,0.0
France,Belgium,1698471130.0,1698471133.0
France,France,10285093870.0,16746829624.0
France,Germany,1088000.0,1091493.0
France,Norway,5480203522.0,0.0
France,Spain,638500718.0,512615916.0
France,Switzerland,122058234.0,3041748074.0
Germany,Austria,475380600.0,1564597005.0
Germany,Belgium,6921997766.8,0.0
Germany,Czechia,4061560293.0,7844234312.307
Germany,Denmark,29310016.0,29297950.0
Germany,France,1088000.0,2182986.0
Germany,Germany,0.0,4668224920.76
Germany,Luxemburg,1605800.0,1607412.0
Germany,Netherlands,8634666634.0,6688578104.4
Germany,Norway,6629961566.8,0.0
Germany,Poland,265614471.0,265606045.613
Germany,Russia,0.0,0.0
Germany,Switzerland,295949994.0,6168912708.744
Greece,Bulgaria,496778214.0,1432673607.0
Greece,Greece,0.0,385260944.0
Greece,Turkey,4314050430.0,0.0
Hungary,Austria,81189105.0,81186666.0
Hungary,Croatia,344690682.0,321672984.0
Hungary,Hungary,906204629.0,4086748164.0
Hungary,Romania,585188308.2467229,514942573.37
Hungary,Serbia,2650759512.0,0.0
Hungary,Slovakia,448112000.0,448112000.0
Hungary,Ukraine,862020415.8000001,871206000.0
Ireland,United Kingdom,0.0,1383484733.0
Italy,Albania,3303082478.0,3572865536.0
Italy,Austria,389475853.0,441954884.0
Italy,Italy,9801041631.0,20544476999.0
Italy,Libya,787672484.0,0.0
Italy,San Marino,0.0,7358975.0
Italy,Slovenia,117568717.0,116951865.0
Italy,Switzerland,3352996540.0,381061750.0
Latvia,Estonia,0.0,0.0
Latvia,Latvia,0.0,119274096.0
Latvia,Lithuania,756533262.0,813438228.0
Latvia,Russia,0.0,0.0
Lithuania,Belarus,845209218.0,0.0
Lithuania,Latvia,756533262.0,813438228.0
Lithuania,Lithuania,1213730997.0,0.0
Lithuania,Poland,231248741.0,231248741.0
Lithuania,Russia,0.0,849837148.0
Luxemburg,Germany,1605800.0,1607412.0
Luxemburg,Luxemburg,0.0,229924096.0
Moldavia,Romania,0.0,125826497.608
Moldavia,Ukraine,1491708.5,307731199.23
Morocco,Spain,0.0,0.0
Netherlands,Belgium,4924021853.5,4341878718.0
Netherlands,Germany,3587245253.2,16467282169.0
Netherlands,Netherlands,20456878631.6,9171707364.7
Netherlands,United Kingdom,0.0,3273903.3
North Macedonia,Bulgaria,0.0,84637037.0
Norway,Belgium,5081341060.0,0.0
Norway,Germany,6629961566.8,0.0
Poland,Czechia,20454285.0,20401819.0
Poland,Denmark,1724631563.0,1724867140.0
Poland,Germany,265614471.0,265606045.613
Poland,Lithuania,231248741.0,231248741.0
Poland,Poland,3581764518.0,8717672184.0
Poland,Slovakia,0.0,0.0
Poland,Ukraine,322877418.31,316841687.0
Portugal,Portugal,3422899786.0,2103789305.0
Portugal,Spain,286135205.0,265292608.0
Romania,Bulgaria,930740235.1389999,1068597697.0
Romania,Hungary,585188308.2467229,514942573.37
Romania,Moldavia,0.0,125826497.608
Romania,Romania,2708041410.118588,3608029973.16
Romania,Ukraine,269337423.54,267443477.54
Russia,Estonia,0.0,0.0
Russia,Germany,0.0,0.0
Russia,Latvia,0.0,0.0
Serbia,Bulgaria,0.0,3172575256.0
Serbia,Hungary,2650759512.0,0.0
Slovakia,Austria,0.0,8395831539.0
Slovakia,Czechia,133760142.0,150760442.0
Slovakia,Hungary,448112000.0,448112000.0
Slovakia,Poland,0.0,0.0
Slovakia,Ukraine,4292455862.64,3919241991.1
Slovenia,Austria,71549178.0,55352627.0
Slovenia,Croatia,40718355.0,36903800.0
Slovenia,Italy,117568717.0,116951865.0
Slovenia,Slovenia,0.0,227099587.0
Spain,France,638500718.0,512615916.0
Spain,Morocco,0.0,284485561.0
Spain,Portugal,286135205.0,265292608.0
Spain,Spain,18317099686.0,7468032068.0
Switzerland,France,122058234.0,3041748074.0
Switzerland,Germany,690549986.0,2372620506.248
Switzerland,Italy,3352996540.0,365338332.0
Turkey,Bulgaria,549095463.0,0.0
Turkey,Greece,4314050430.0,0.0
Ukraine,Hungary,862020415.8000001,871206000.0
Ukraine,Moldavia,1491708.5,638381856.08
Ukraine,Poland,322877418.31,316841687.0
Ukraine,Romania,269337423.54,267443477.54
Ukraine,Russia,4900437738.3,0.0
Ukraine,Slovakia,4292455862.64,3919241991.1
Ukraine,Ukraine,0.0,367142972.11
United Kingdom,Belgium,2255226320.0,0.0
United Kingdom,Ireland,5843334.0,0.0
United Kingdom,Netherlands,74875.90000000001,0.0
United Kingdom,Norway,10410485053.0,0.0
United Kingdom,United Kingdom,2268176788.0,7377970220.0
