countryA,countryB,entryFlow,exitFlow
Albania,Italy,3234706432.0,3537900080.0
Austria,Austria,0.0,253005903.0
Austria,Germany,1829586209.0,1198817433.0
Austria,Hungary,1649808187.0,1649808333.0
Austria,Italy,1650286580.0,1463391260.0
Austria,Slovakia,0.0,12187419960.0
Austria,Slovenia,297632331.0,277170239.0
Belgium,Belgium,11488956346.0,16209148870.0
Belgium,France,2042099947.0,2020337929.0
Belgium,Germany,3329245014.0,6309098139.0
Belgium,Luxemburg,327116788.0,0.0
Belgium,Netherlands,4454369105.4,3641233871.2
Belgium,Norway,5712603332.0,0.0
Belgium,United Kingdom,0.0,1302883695.0
Bulgaria,Bulgaria,1008783088.0,2078333952.0
Bulgaria,Greece,569406664.0,638054336.13
Bulgaria,North Macedonia,0.0,154536008.0
Bulgaria,Romania,333484741.35,371278614.0
Bulgaria,Serbia,0.0,2599723353.0
Bulgaria,Turkey,3791174408.0,0.0
Croatia,Croatia,1251363045.0,997725794.0
Croatia,Hungary,299620000.0,269525984.0
Croatia,Slovenia,117413195.0,130133834.0
Czechia,Czechia,4609854660.0,0.0
Czechia,Germany,3522252177.0,4071434139.0
Czechia,Poland,30635968.0,30635968.0
Czechia,Slovakia,372051395.0,372051395.0
Denmark,Denmark,40510656.0,0.0
Denmark,Germany,46499280.0,60303114.0
Denmark,Norway,2779317783.0,0.0
Denmark,Poland,2161676788.0,2148230645.0
Estonia,Estonia,0.0,183238777.97
Estonia,Finland,431027517.49,431498334.90000004
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,431027517.49,431498334.90000004
Finland,Finland,142530990.95,0.0
France,Belgium,2042099947.0,2020337929.0
France,France,39016569874.0,22105339562.0
France,Germany,312352000.0,312357625.0
France,Norway,4781631899.0,0.0
France,Spain,1382252828.0,1246047258.0
France,Switzerland,0.0,3674281916.0
Germany,Austria,4448329380.0,1714011662.0
Germany,Belgium,9639766116.6,0.0
Germany,Czechia,2076119999.0,9686289507.0
Germany,Denmark,46499280.0,60303114.0
Germany,France,312352000.0,624715250.0
Germany,Germany,0.0,6058809654.44
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,18891750962.38,13190478676.8
