countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,30134017.0
Austria,Germany,4282790323.0,4526247406.0
Austria,Hungary,1684047934.0,1684050833.0
Austria,Italy,8573461060.0,8594947701.0
Austria,Slovakia,0.0,45015956772.0
Austria,Slovenia,333543153.0,369298359.0
Belgium,Belgium,3525082152.0,7565276904.0
Belgium,France,5350210339.0,5350291126.0
Belgium,Germany,52787100.0,52767585.0
Belgium,Luxemburg,135939114.0,135939076.0
Belgium,Netherlands,3286400921.8,3894575606.0
Belgium,Norway,5151957779.0,0.0
Belgium,United Kingdom,0.0,1246307778.0
Bulgaria,Bulgaria,0.0,1102458247.0
Bulgaria,Greece,582902455.0,582902455.0
Bulgaria,North Macedonia,0.0,136139396.0
Bulgaria,Romania,5816751862.8501,519326289.0
Bulgaria,Turkey,0.0,1667215032.0
Croatia,Croatia,578012519.0,630962013.0
Croatia,Hungary,332427072.0,332500000.0
Croatia,Slovenia,193605075.0,172756062.0
Czechia,Czechia,0.0,2351502802.0
Czechia,Germany,36739904819.2,24619726760.0
Czechia,Poland,3104136.0,3104136.0
Czechia,Slovakia,3483829628.0,3876510091.0
Denmark,Denmark,1066052530.0,0.0
Denmark,Germany,0.0,695200698.0
Estonia,Estonia,0.0,73736382.0
Estonia,Latvia,2356703917.2,1185052416.2
Estonia,Russia,1239021361.2,0.0
Finland,Russia,493251700.0,0.0
France,Belgium,5350210339.0,5350291126.0
France,France,10123917326.0,23269077378.0
France,Germany,4162176574.0,2081104000.0
France,Norway,5208698011.0,0.0
France,Spain,1669094616.0,1630298188.0
France,Switzerland,0.0,4645065153.0
Germany,Austria,2709653604.0,3603065429.0
Germany,Belgium,52787100.0,52767585.0
Germany,Czechia,26710229830.2,13733095970.0
Germany,Denmark,0.0,695200698.0
Germany,France,2081088287.0,2081104000.0
Germany,Germany,4974829102.44,9676897180.14
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,5685747499.6,8493797362.762
Germany,Norway,7015743887.6,0.0
Germany,Poland,5329022898.0,4826743054.384
Germany,Switzerland,0.0,24761461057.2
Greece,Bulgaria,582902455.0,582902455.0
Greece,Greece,1045207510.0,1833387688.0
Greece,Turkey,563209474.0,0.0
Hungary,Austria,1684047934.0,1684050833.0
Hungary,Croatia,332427072.0,332500000.0
Hungary,Hungary,649319496.0,7739608401.0
Hungary,Romania,520350518.3,572325000.0
Hungary,Serbia,0.0,464376000.0
Hungary,Slovakia,0.0,605668000.0
Hungary,Ukraine,5277588000.0,2172831000.0
Ireland,United Kingdom,0.0,924752100.0
Italy,Austria,8573461060.0,8594947701.0
Italy,Italy,7337509648.0,29424829590.0
Italy,Libya,2260389037.0,0.0
Italy,San Marino,0.0,6651399.0
Italy,Slovenia,0.0,0.0
Italy,Switzerland,7909934564.0,9298656.0
Latvia,Estonia,2356703917.2,1185052416.2
Latvia,Lithuania,319206785.0,319206785.0
Latvia,Russia,1173663493.2,0.0
Lithuania,Belarus,728720794.0,0.0
Lithuania,Latvia,319206785.0,319206785.0
Lithuania,Lithuania,600626246.0,0.0
Lithuania,Russia,0.0,658370003.0
Luxemburg,Belgium,135939114.0,135939076.0
Luxemburg,Germany,0.0,0.0
Luxemburg,Luxemburg,0.0,274944090.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,3396405488.1,0.0
Morocco,Spain,1089595994.0,0.0
Netherlands,Belgium,3286400921.8,3894575606.0
Netherlands,Germany,5185721172.400001,13090381919.062
Netherlands,Netherlands,13789298244.6,16361286867.2
Netherlands,United Kingdom,0.0,65340249.7
North Macedonia,Bulgaria,0.0,136139396.0
Norway,Belgium,5151957779.0,0.0
Norway,Germany,7015743887.6,0.0
Poland,Czechia,3153461.0,3104136.0
Poland,Germany,5329022898.0,4826743054.384
Poland,Poland,4749151222.0,8502234441.0
Portugal,Portugal,3637949166.0,2432597156.0
Portugal,Spain,460758154.0,508326569.0
Romania,Bulgaria,5816751862.8501,519326289.0
Romania,Hungary,520350518.3,572325000.0
Romania,Moldavia,0.0,0.0
Romania,Romania,2540663338.7,4798807492.4
Romania,Ukraine,3196085402.995,3283528938.23
Russia,Estonia,1239021361.2,0.0
Russia,Latvia,1173663493.2,0.0
Slovakia,Austria,0.0,33761967579.0
Slovakia,Czechia,3483829628.0,3876510091.0
Slovakia,Hungary,0.0,605668000.0
Slovakia,Ukraine,13304095587.0,4418256724.0
Slovenia,Austria,333543153.0,369298359.0
Slovenia,Croatia,193605075.0,172756062.0
Slovenia,Italy,0.0,0.0
Slovenia,Slovenia,0.0,165304791.0
Spain,France,1669094616.0,1630298188.0
Spain,Portugal,460758154.0,508326569.0
Spain,Spain,7576660650.0,8557716467.0
Switzerland,France,0.0,4645065153.0
Switzerland,Germany,0.0,9523387408.4
Switzerland,Italy,7909934564.0,0.0
Turkey,Bulgaria,0.0,1667215032.0
Turkey,Greece,281604737.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,5308807435.3
Ukraine,Moldavia,3396405488.1,3519937171.9
Ukraine,Romania,3196085402.995,3416579318.43
Ukraine,Russia,24915297662.9683,0.0
Ukraine,Slovakia,13304095587.0,4418256724.0
Ukraine,Ukraine,0.0,3519937171.9
United Kingdom,Belgium,1439582592.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,9445560298.0,0.0
United Kingdom,United Kingdom,1248943946.0,5069553287.0
