fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,3107712303.0,3107712303.0,0.0
Austria,Germany,6500444986.0,3500987623.0,2999457363.0
Austria,Hungary,571272376.0,515886667.0,55385709.0
Austria,Italy,1929312092.0,2077844917.0,-148532825.0
Austria,Slovakia,0.0,9189209888.0,-9189209888.0
Austria,Slovenia,378456924.0,351889493.0,26567431.0
Belarus,Lithuania,1041929658.0,0.0,1041929658.0
Belgium,France,3062959622.0,2850900758.0,212058864.0
Belgium,Germany,11858735638.4,8404112584.0,3454623054.3999996
Belgium,Luxemburg,339056737.0,0.0,339056737.0
Belgium,Netherlands,8250591657.3,5250473691.4,3000117965.9000006
Belgium,Norway,5692982703.0,0.0,5692982703.0
Belgium,United Kingdom,4194590640.0,4194796683.0,-206043.0
Bulgaria,Greece,1004364862.0,1179509056.87,-175144194.8699999
Bulgaria,North Macedonia,0.0,173016107.0,-173016107.0
Bulgaria,Romania,957110773.96,957186930.0,-76156.03999996185
Bulgaria,Serbia,0.0,2793288313.0,-2793288313.0
Bulgaria,Turkey,0.0,0.0,0.0
Croatia,Hungary,85464000.0,72349000.0,13115000.0
Croatia,Slovenia,52513904.0,56150137.0,-3636233.0
Czechia,Germany,2733579340.0,8170859649.0,-5437280309.0
Czechia,Poland,19023547.0,18802290.0,221257.0
Czechia,Slovakia,980289190.0,980289190.0,0.0
Denmark,Germany,9283340.0,43630392.0,-34347052.0
Denmark,Poland,2352087528.0,2351496104.0,591424.0
Estonia,Finland,513891711.0,512571351.17,1320359.8299999833
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,513891711.0,512571351.17,1320359.8299999833
France,Belgium,3062959622.0,2850900758.0,212058864.0
France,Germany,934768000.0,934394036.0,373964.0
France,Spain,511683619.0,515812420.0,-4128801.0
France,Switzerland,0.0,5559316724.0,-5559316724.0
Germany,Austria,4681487921.0,4037790245.0,643697676.0
Germany,Belgium,3451850107.0,0.0,3451850107.0
Germany,Czechia,5672067654.0,18378553861.0,-12706486207.0
Germany,Denmark,9283340.0,43630392.0,-34347052.0
Germany,France,934768000.0,1868788072.0,-934020072.0
Germany,Luxemburg,729646.0,728897.0,749.0
Germany,Netherlands,8904958174.7,13809822100.1,-4904863925.4
Germany,Norway,7441929512.8,0.0,7441929512.8
Germany,Poland,623773579.0,623815908.92,-42329.919999957085
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,1324806.0,29127473182.12,-29126148376.12
Greece,Bulgaria,1004364862.0,1179509056.87,-175144194.8699999
Greece,Turkey,4277844246.0,0.0,4277844246.0
Hungary,Austria,571272376.0,515886667.0,55385709.0
Hungary,Croatia,85464000.0,72349000.0,13115000.0
Hungary,Romania,262167828.070185,255380034.223,6787793.847185016
Hungary,Serbia,1303750000.0,203468000.0,1100282000.0
Hungary,Slovakia,230465000.0,230465000.0,0.0
Hungary,Ukraine,209153974.22,248022000.0,-38868025.78
Ireland,United Kingdom,7542223.0,2146662073.0,-2139119850.0
Italy,Albania,3107712303.0,3107712303.0,0.0
Italy,Austria,1929312092.0,2077844917.0,-148532825.0
Italy,San Marino,0.0,31268374.0,-31268374.0
Italy,Slovenia,130132644.0,120323673.0,9808971.0
Italy,Switzerland,8255087628.0,63274989.0,8191812639.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,361297010.0,402329522.0,-41032512.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,853491546.0,0.0,853491546.0
Lithuania,Latvia,361297010.0,402329522.0,-41032512.0
Lithuania,Poland,239491668.0,239491668.0,0.0
Lithuania,Russia,0.0,1051199423.0,-1051199423.0
Luxemburg,Belgium,339056737.0,0.0,339056737.0
Luxemburg,Germany,729646.0,728897.0,749.0
Moldavia,Romania,0.0,109195911.82,-109195911.82
Moldavia,Ukraine,8947457.58,505758469.99,-496811012.41
Netherlands,Belgium,8250591657.3,5250473691.4,3000117965.9000006
