fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,3059299733.0,3342864648.0,-283564915.0
Austria,Germany,3353986467.0,7646075482.0,-4292089015.0
Austria,Hungary,1546051260.0,1404726388.0,141324872.0
Austria,Italy,2023767945.0,2168972028.0,-145204083.0
Austria,Slovakia,0.0,12561677116.0,-12561677116.0
Austria,Slovenia,277117386.0,242923557.0,34193829.0
Belarus,Lithuania,598908584.0,0.0,598908584.0
Belgium,France,2859658975.0,2859658975.0,0.0
Belgium,Germany,13131882553.1,8878343429.0,4253539124.1000004
Belgium,Netherlands,12246811438.8,9084271265.7,3162540173.0999985
Belgium,Norway,5261437214.0,0.0,5261437214.0
Belgium,United Kingdom,6610870588.0,6612342556.0,-1471968.0
Bulgaria,Greece,488075891.0,414673733.52,73402157.48000002
Bulgaria,North Macedonia,0.0,16258647.0,-16258647.0
Bulgaria,Romania,934140920.36,1013343704.0,-79202783.63999999
Bulgaria,Serbia,0.0,2064683824.0,-2064683824.0
Bulgaria,Turkey,0.0,0.0,0.0
Croatia,Hungary,239044000.0,244016000.0,-4972000.0
Croatia,Slovenia,140836203.0,159693611.0,-18857408.0
Czechia,Germany,1705425022.0,11973211189.0,-10267786167.0
Czechia,Poland,25145520.0,25072722.0,72798.0
Czechia,Slovakia,274831105.0,274831105.0,0.0
Denmark,Germany,233450278.0,210006955.0,23443323.0
Denmark,Poland,1350661439.0,1350492763.0,168676.0
Estonia,Finland,288676733.2,318984021.0,-30307287.800000012
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,288676733.2,318984021.0,-30307287.800000012
France,Belgium,2859658975.0,2859658975.0,0.0
France,Germany,264144000.0,264150089.0,-6089.0
France,Spain,2542998118.0,2350965903.0,192032215.0
France,Switzerland,0.0,5167268906.0,-5167268906.0
Germany,Austria,5437184882.0,6434906130.0,-997721248.0
Germany,Belgium,3465130792.0,0.0,3465130792.0
Germany,Czechia,1666296230.0,25335612435.0,-23669316205.0
Germany,Denmark,233450278.0,210006955.0,23443323.0
Germany,France,264144000.0,528300178.0,-264156178.0
Germany,Luxemburg,0.0,0.0,0.0
Germany,Netherlands,6939721273.5,9734043460.0,-2794322186.5
Germany,Norway,8020768640.3,0.0,8020768640.3
Germany,Poland,572699675.0,572220455.6,479219.39999997616
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,654027325.0,10268820887.182,-9614793562.182
Greece,Bulgaria,488075891.0,414673733.52,73402157.48000002
Greece,Turkey,4045086378.0,0.0,4045086378.0
Hungary,Austria,1546051260.0,1404726388.0,141324872.0
Hungary,Croatia,239044000.0,244016000.0,-4972000.0
Hungary,Romania,493273000.0,451451295.55,41821704.44999999
Hungary,Serbia,1298562000.0,0.0,1298562000.0
Hungary,Slovakia,76718000.0,76718000.0,0.0
Hungary,Ukraine,26497399.61,24676000.0,1821399.6099999994
Ireland,United Kingdom,4871111.0,1623428711.0,-1618557600.0
Italy,Albania,3059299733.0,3342864648.0,-283564915.0
Italy,Austria,2023767945.0,2168972028.0,-145204083.0
Italy,San Marino,0.0,9522614.0,-9522614.0
Italy,Slovenia,137693682.0,126181763.0,11511919.0
Italy,Switzerland,5855638796.0,20126748.0,5835512048.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,197652769.0,264769293.0,-67116524.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,0.0,0.0,0.0
Lithuania,Latvia,197652769.0,264769293.0,-67116524.0
Lithuania,Poland,93420939.0,93420939.0,0.0
Lithuania,Russia,0.0,601874758.0,-601874758.0
Luxemburg,Germany,0.0,0.0,0.0
Moldavia,Romania,0.0,14249500.537,-14249500.537
