fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,8142842985.0,8142184816.0,658169.0
Austria,Germany,2203882162.0,8210156182.0,-6006274020.0
Austria,Hungary,2312275233.0,2312275556.0,-323.0
Austria,Italy,3519647421.0,3507820393.0,11827028.0
Austria,Slovakia,0.0,17450123600.0,-17450123600.0
Austria,Slovenia,217210053.0,217219889.0,-9836.0
Belarus,Lithuania,1375880552.0,0.0,1375880552.0
Belgium,France,5291549321.0,5291549322.0,-1.0
Belgium,Germany,16294188858.1,10438295086.0,5855893772.1
Belgium,Netherlands,16451485039.2,12960540531.3,3490944507.9000015
Belgium,Norway,13574525222.0,0.0,13574525222.0
Belgium,United Kingdom,6561142304.0,6561208071.0,-65767.0
Bulgaria,Greece,2529874564.0,2535237064.32,-5362500.320000172
Bulgaria,North Macedonia,0.0,325489441.0,-325489441.0
Bulgaria,Romania,3865316183.182,3865443119.0,-126935.81799983978
Bulgaria,Serbia,0.0,8428074254.0,-8428074254.0
Bulgaria,Turkey,208558802.0,0.0,208558802.0
Croatia,Hungary,1234036000.0,1234035896.0,104.0
Croatia,Slovenia,127919450.0,127921727.0,-2277.0
Czechia,Germany,10363137496.0,24101873362.0,-13738735866.0
Czechia,Poland,129818988.0,129730762.0,88226.0
Czechia,Slovakia,1384675823.0,1380952902.0,3722921.0
Denmark,Germany,2208692521.0,2127856288.0,80836233.0
Denmark,Poland,8698425383.0,8671994536.0,26430847.0
Estonia,Finland,943891017.79,943209759.569,681258.2209999561
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,943891017.79,943209759.569,681258.2209999561
France,Belgium,5291549321.0,5291549322.0,-1.0
France,Germany,13392000.0,14237106.0,-845106.0
France,Spain,1596815400.0,1574457711.0,22357689.0
France,Switzerland,873921068.0,4545809232.0,-3671888164.0
Germany,Austria,3847390854.0,4488641323.0,-641250469.0
Germany,Belgium,5855893773.0,0.0,5855893773.0
Germany,Czechia,18846961516.0,41050718260.0,-22203756744.0
Germany,Denmark,2208692521.0,2127856288.0,80836233.0
Germany,France,13392000.0,28474212.0,-15082212.0
Germany,Luxemburg,0.0,0.0,0.0
Germany,Netherlands,15982469461.9,19964465922.5,-3981996460.6000004
Germany,Norway,17178496062.5,0.0,17178496062.5
Germany,Poland,1072163520.0,1071597103.193,566416.807000041
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,3419708194.0,7399299923.788,-3979591729.788
Greece,Bulgaria,2529874564.0,2535237064.32,-5362500.320000172
Greece,Turkey,9918893959.0,0.0,9918893959.0
Hungary,Austria,2312275233.0,2312275556.0,-323.0
Hungary,Croatia,1234036000.0,1234035896.0,104.0
Hungary,Romania,2011650306.906598,2011603062.89,47244.01659798622
Hungary,Serbia,7109158000.0,0.0,7109158000.0
Hungary,Slovakia,423881000.0,423881000.0,0.0
Hungary,Ukraine,2153660660.24,2146209000.0,7451660.239999771
Ireland,United Kingdom,10726112.0,3806049212.0,-3795323100.0
Italy,Albania,8142842985.0,8142184816.0,658169.0
Italy,Austria,3519647421.0,3507820393.0,11827028.0
Italy,San Marino,0.0,12871878.0,-12871878.0
Italy,Slovenia,313389287.0,313171054.0,218233.0
Italy,Switzerland,4941296896.0,2686399223.0,2254897673.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,2046547479.0,2046547481.0,-2.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,1382683357.0,0.0,1382683357.0
Lithuania,Latvia,2046547479.0,2046547481.0,-2.0
Lithuania,Poland,83887083.0,83887083.0,0.0
Lithuania,Russia,0.0,1387242649.0,-1387242649.0
Luxemburg,Germany,0.0,0.0,0.0
Moldavia,Romania,0.0,331155019.879,-331155019.879
Moldavia,Ukraine,1409717.92,1582743345.24,-1581333627.32
Netherlands,Belgium,16451485039.2,12960540531.3,3490944507.9000015
Netherlands,Germany,31242018258.47,46576678869.5,-15334660611.029999
Netherlands,United Kingdom,2316755092.8,2317651349.0,-896256.1999998093
North Macedonia,Bulgaria,0.0,325489441.0,-325489441.0
Norway,Belgium,13574525222.0,0.0,13574525222.0
Norway,Denmark,7988975161.0,0.0,7988975161.0
Norway,France,13010814118.0,0.0,13010814118.0
Norway,Germany,17178496062.5,0.0,17178496062.5
Norway,United Kingdom,27675948756.0,0.0,27675948756.0
Poland,Czechia,129730762.0,129730762.0,0.0
Poland,Denmark,8698425383.0,8671994536.0,26430847.0
Poland,Germany,1072163520.0,1071597103.193,566416.807000041
Poland,Lithuania,83887083.0,83887083.0,0.0
Poland,Slovakia,367701703.0,367701703.0,0.0
Poland,Ukraine,1029135280.93,968457365.0,60677915.92999995
Portugal,Spain,445986852.0,443835780.0,2151072.0
Romania,Bulgaria,3865316183.182,3865443119.0,-126935.81799983978
Romania,Hungary,2011650306.906598,2011603062.89,47244.01659798622
Romania,Moldavia,0.0,331155019.879,-331155019.879
Romania,Ukraine,1631344001.84,1631257796.57,86205.26999998093
Russia,Estonia,0.0,0.0,0.0
Russia,Germany,0.0,0.0,0.0
Russia,Latvia,0.0,0.0,0.0
Russia,Ukraine,13245984182.0,0.0,13245984182.0
Serbia,Bulgaria,0.0,8428074254.0,-8428074254.0
Serbia,Hungary,7109158000.0,0.0,7109158000.0
Slovakia,Austria,0.0,13087592700.0,-13087592700.0
Slovakia,Czechia,1384675823.0,1380952902.0,3722921.0
Slovakia,Hungary,423881000.0,423881000.0,0.0
Slovakia,Poland,367701703.0,367701703.0,0.0
Slovakia,Ukraine,16285983986.8,16285466152.4,517834.39999961853
Slovenia,Austria,217210053.0,217219889.0,-9836.0
Slovenia,Croatia,127919450.0,127921727.0,-2277.0
Slovenia,Italy,313389287.0,313171054.0,218233.0
Spain,France,1596815400.0,1574457711.0,22357689.0
Spain,Morocco,44596.0,895185591.0,-895140995.0
Spain,Portugal,445986852.0,443835780.0,2151072.0
Switzerland,France,873921068.0,4545809232.0,-3671888164.0
Switzerland,Germany,1465589226.0,2844759722.596,-1379170496.5960002
