countryA,countryB,entryFlow,exitFlow
Austria,Austria,0.0,59201463.0
Austria,Germany,5064011381.0,4372928679.0
Austria,Hungary,1620268489.0,1620268610.0
Austria,Italy,10077154061.0,10061527417.0
Austria,Slovakia,0.0,44467580200.0
Austria,Slovenia,456329649.0,502767652.0
Belgium,Belgium,3121576380.0,8598288654.0
Belgium,France,5053966518.0,5055211979.0
Belgium,Germany,860340607.0,1110125634.0
Belgium,Luxemburg,170331121.0,170331057.0
Belgium,Netherlands,4455482449.9,5121540583.3
Belgium,Norway,3613174028.0,0.0
Belgium,United Kingdom,0.0,2263219166.0
Bulgaria,Bulgaria,0.0,1156089018.0
Bulgaria,Greece,325816996.0,325816996.0
Bulgaria,North Macedonia,0.0,139684662.0
Bulgaria,Romania,4551749285.59,696937905.0
Bulgaria,Turkey,0.0,1060752196.0
Croatia,Croatia,643790669.0,595156379.0
Croatia,Hungary,304848213.0,304913000.0
Croatia,Slovenia,251557876.0,226111188.0
Czechia,Czechia,110987764.0,956014438.0
Czechia,Germany,44063848753.0,33382526434.0
Czechia,Poland,32090128.0,36046686.0
Czechia,Slovakia,2868404833.0,3051110912.0
Denmark,Denmark,573748961.0,0.0
Denmark,Germany,59589704.0,0.0
Estonia,Estonia,0.0,64573871.05
Estonia,Latvia,2361942505.7,1165834183.7
Estonia,Russia,1232470338.7,0.0
Finland,Russia,433082387.0,0.0
France,Belgium,5053966518.0,5055211979.0
France,France,13463713040.0,15848545408.0
France,Germany,3346865844.0,1674656000.0
France,Norway,1321014484.0,0.0
France,Spain,1417773181.0,1403780989.0
France,Switzerland,0.0,1260262857.0
Germany,Austria,3100410871.0,4340393888.0
Germany,Belgium,860340607.0,1110125634.0
Germany,Czechia,33114806263.0,16308583264.0
Germany,Denmark,59589704.0,0.0
Germany,France,1673432922.0,1674656000.0
Germany,Germany,6086139306.0,9798037741.02
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,6526952457.767,7064314441.17
Germany,Norway,4033216650.7,0.0
Germany,Poland,9441634460.0,8599469190.179
Germany,Switzerland,0.0,28786100035.0
Greece,Bulgaria,325816996.0,325816996.0
Greece,Greece,1486992207.0,1833201197.0
Greece,Turkey,177845370.0,0.0
Hungary,Austria,1620268489.0,1620268610.0
Hungary,Croatia,304848213.0,304913000.0
Hungary,Hungary,607517644.0,6739203678.0
Hungary,Romania,468266990.31484,467738000.0
Hungary,Serbia,0.0,581202000.0
Hungary,Slovakia,0.0,67820000.0
Hungary,Ukraine,5634994000.0,2219342000.0
Ireland,United Kingdom,0.0,1060316400.0
Italy,Austria,10077154061.0,10061527417.0
Italy,Italy,9327151270.0,27495257523.0
Italy,Libya,1653715054.0,0.0
Italy,San Marino,0.0,7666719.0
Italy,Slovenia,37740337.0,38784423.0
Italy,Switzerland,4637965000.0,15489189.0
Latvia,Estonia,2361942505.7,1165834183.7
Latvia,Lithuania,371858088.0,371858088.0
Latvia,Russia,1163606154.7,0.0
Lithuania,Belarus,492617523.0,0.0
Lithuania,Latvia,371858088.0,371858088.0
Lithuania,Lithuania,860401999.0,0.0
Lithuania,Russia,0.0,344633632.0
Luxemburg,Belgium,170331121.0,170331057.0
Luxemburg,Germany,0.0,0.0
Luxemburg,Luxemburg,0.0,346757292.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,2661288162.4,0.0
Morocco,Spain,945960976.0,0.0
Netherlands,Belgium,4455482449.9,5121540583.3
Netherlands,Germany,4331722672.145,11860114787.07
Netherlands,Netherlands,14416621001.8,17366202609.9
Netherlands,United Kingdom,0.0,26186189.4
North Macedonia,Bulgaria,0.0,139684662.0
Norway,Belgium,3613174028.0,0.0
Norway,Germany,4033216650.7,0.0
Poland,Czechia,32143104.0,36046686.0
Poland,Germany,9441634460.0,8599469190.179
Poland,Poland,4163479676.0,9100031494.0
Portugal,Portugal,3268913922.0,2114753465.0
Portugal,Spain,299432108.0,337643435.0
Romania,Bulgaria,4551749285.59,696937905.0
Romania,Hungary,468266990.31484,467738000.0
Romania,Moldavia,0.0,0.0
Romania,Romania,2723347824.4,5055283462.85
Romania,Ukraine,2293364304.854,2564638991.4700003
Russia,Estonia,1232470338.7,0.0
Russia,Latvia,1163606154.7,0.0
Slovakia,Austria,0.0,33350685150.0
Slovakia,Czechia,2868404833.0,3051110912.0
Slovakia,Hungary,0.0,67820000.0
Slovakia,Ukraine,13464695845.0,4499832994.0
Slovenia,Austria,456329649.0,502767652.0
Slovenia,Croatia,251557876.0,226111188.0
Slovenia,Italy,37740337.0,38784423.0
Slovenia,Slovenia,0.0,199676108.0
Spain,France,1417773181.0,1403780989.0
Spain,Portugal,299432108.0,337643435.0
Spain,Spain,7433536437.0,7912037677.0
Switzerland,France,0.0,1260262857.0
Switzerland,Germany,0.0,11073590341.0
Switzerland,Italy,4637965000.0,0.0
Turkey,Bulgaria,0.0,1060752196.0
Turkey,Greece,88922685.0,0.0
Ukraine,Belarus,0.0,0.0
Ukraine,Hungary,0.0,5645756740.4
Ukraine,Moldavia,2661288162.4,2837846156.8
Ukraine,Romania,2293364304.854,2658798412.897
Ukraine,Russia,25287353019.7136,0.0
Ukraine,Slovakia,13464695845.0,4499832994.0
Ukraine,Ukraine,0.0,2837846156.8
United Kingdom,Belgium,2520098564.0,0.0
United Kingdom,Ireland,0.0,0.0
United Kingdom,Norway,7328658359.0,0.0
United Kingdom,United Kingdom,2275922808.0,7790840908.0
