countryA,countryB,entryFlow,exitFlow
Albania,Italy,3462398285.0,3460332639.0
Austria,Austria,0.0,82724298.0
Austria,Germany,638218599.0,914065269.0
Austria,Hungary,619395150.0,619395278.0
Austria,Italy,1255825634.0,1242836505.0
Austria,Slovakia,0.0,6827599168.0
Austria,Slovenia,116341198.0,116245950.0
Belgium,Belgium,4863474988.0,7099609262.0
Belgium,France,3615894938.0,3529057918.0
Belgium,Germany,1369522216.0,3715062846.0
Belgium,Netherlands,5105906015.8,4789387651.2
Belgium,Norway,2754699264.0,0.0
Belgium,United Kingdom,0.0,914360494.0
Bulgaria,Bulgaria,1006642170.0,1723691869.0
Bulgaria,Greece,504286197.0,1382155314.54
Bulgaria,North Macedonia,0.0,122691873.0
Bulgaria,Romania,1175575536.938,1296445858.0
Bulgaria,Serbia,0.0,3506279300.0
Bulgaria,Turkey,6118075709.0,0.0
Croatia,Croatia,965526395.0,784878576.0
Croatia,Hungary,344467000.0,325958968.0
Croatia,Slovenia,113017995.0,116018856.0
Czechia,Czechia,224291810.0,1099488056.0
Czechia,Germany,5877836773.0,5735977014.0
Czechia,Poland,49996207.0,49996207.0
Czechia,Slovakia,521069330.0,521069330.0
Denmark,Denmark,27110135.0,0.0
Denmark,Germany,167267645.0,167277516.0
Denmark,Norway,2932888389.0,0.0
Denmark,Poland,2555133018.0,2554986682.0
Estonia,Estonia,0.0,46624640.11
Estonia,Finland,364490464.509,397839241.0
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,364490464.509,397839241.0
Finland,Finland,781734610.94,0.0
France,Belgium,3615894938.0,3529057918.0
France,France,21839996868.0,11979290097.0
France,Germany,464352000.0,392352934.0
France,Norway,162623524.0,0.0
France,Spain,826005850.0,900382255.0
France,Switzerland,37805226.0,363604622.0
Germany,Austria,644400591.0,703256545.0
Germany,Belgium,5084585061.5,0.0
Germany,Czechia,2351292373.0,12456098066.0
Germany,Denmark,167267645.0,167277516.0
Germany,France,464352000.0,784705868.0
Germany,Germany,0.0,4466294879.08
Germany,Luxemburg,559030.0,1879008.0
Germany,Netherlands,10379136277.2,6712184348.7
Germany,Norway,4649649208.1,0.0
Germany,Poland,414359599.0,413652774.355
Germany,Russia,0.0,0.0
Germany,Switzerland,435295806.0,1709343256.172
Greece,Bulgaria,504286197.0,1382155314.54
Greece,Greece,0.0,395350896.0
Greece,Turkey,4161531873.0,0.0
Hungary,Austria,619395150.0,619395278.0
Hungary,Croatia,344467000.0,325958968.0
Hungary,Hungary,917061064.0,7189942138.0
Hungary,Romania,837719346.302762,765039136.36
Hungary,Serbia,2931039589.0,0.0
Hungary,Slovakia,103986000.0,103986000.0
Hungary,Ukraine,918673436.7,962743000.0
Ireland,United Kingdom,0.0,1575191477.0
Italy,Albania,3462398285.0,3460332639.0
Italy,Austria,1255825634.0,1242836505.0
Italy,Italy,10007214434.0,22528502313.0
Italy,Libya,942268241.0,0.0
Italy,San Marino,0.0,7860622.0
Italy,Slovenia,182455771.0,181799865.0
Italy,Switzerland,647950260.0,413375398.0
Latvia,Estonia,0.0,0.0
Latvia,Latvia,0.0,166094854.0
Latvia,Lithuania,846420042.0,917747284.0
Latvia,Russia,0.0,0.0
Lithuania,Belarus,341813651.0,0.0
Lithuania,Latvia,846420042.0,917747284.0
Lithuania,Lithuania,1141483042.0,0.0
Lithuania,Poland,163527501.0,163527501.0
Lithuania,Russia,0.0,345919923.0
Luxemburg,Germany,559030.0,1879008.0
Luxemburg,Luxemburg,0.0,118871168.0
Moldavia,Romania,0.0,70835962.979
Moldavia,Ukraine,760933.57,395200927.72
Morocco,Spain,0.0,0.0
Netherlands,Belgium,5105906015.8,4789387651.2
Netherlands,Germany,4334020608.9,14850563254.3
Netherlands,Netherlands,21296179309.6,10615706097.9
Netherlands,United Kingdom,0.0,254392400.0
North Macedonia,Bulgaria,0.0,122691873.0
Norway,Belgium,2754699264.0,0.0
Norway,Germany,4649649208.1,0.0
Poland,Czechia,50030154.0,49996207.0
Poland,Denmark,2555133018.0,2554986682.0
Poland,Germany,414359599.0,413652774.355
Poland,Lithuania,163527501.0,163527501.0
Poland,Poland,3345206820.0,6767059027.0
Poland,Slovakia,0.0,0.0
Poland,Ukraine,517163571.88,525833769.0
Portugal,Portugal,3685763674.0,1825076397.0
Portugal,Spain,136013083.0,135482754.0
Romania,Bulgaria,1175575536.938,1296445858.0
Romania,Hungary,837719346.302762,765039136.36
Romania,Moldavia,0.0,70835962.979
Romania,Romania,2705349681.072,3917645382.05
Romania,Ukraine,383858561.72,383850220.78999996
Russia,Estonia,0.0,0.0
Russia,Germany,0.0,0.0
Russia,Latvia,0.0,0.0
Serbia,Bulgaria,0.0,3506279300.0
Serbia,Hungary,2931039589.0,0.0
Slovakia,Austria,0.0,5120699376.0
Slovakia,Czechia,521069330.0,521069330.0
Slovakia,Hungary,103986000.0,103986000.0
Slovakia,Poland,0.0,0.0
Slovakia,Ukraine,5650751204.5,5445785096.1
Slovenia,Austria,116341198.0,116245950.0
Slovenia,Croatia,113017995.0,116018856.0
Slovenia,Italy,182455771.0,181799865.0
Slovenia,Slovenia,0.0,190515699.0
Spain,France,826005850.0,900382255.0
Spain,Morocco,0.0,308407131.0
Spain,Portugal,136013083.0,135482754.0
Spain,Spain,14812579636.0,6479682859.0
Switzerland,France,37805226.0,363604622.0
Switzerland,Germany,1015690214.0,659739522.724
Switzerland,Italy,647950260.0,399491002.0
Turkey,Bulgaria,332978441.0,0.0
Turkey,Greece,4161531873.0,0.0
Ukraine,Hungary,918673436.7,962743000.0
Ukraine,Moldavia,760933.57,538683916.62
Ukraine,Poland,517163571.88,525833769.0
Ukraine,Romania,383858561.72,383850220.78999996
Ukraine,Russia,4969124559.5,0.0
Ukraine,Slovakia,5650751204.5,5445785096.1
Ukraine,Ukraine,0.0,136214773.29
United Kingdom,Belgium,914228131.0,0.0
United Kingdom,Ireland,4907777.0,0.0
United Kingdom,Netherlands,361709496.3,0.0
United Kingdom,Norway,6028854698.0,0.0
United Kingdom,United Kingdom,909018608.0,5151158559.0
