fromCountryLabel,toCountryLabel,entryValue,exitValue,totalFlow
Albania,Italy,9035988451.0,9035988451.0,0.0
Austria,Germany,5161387783.0,2839496026.0,2321891757.0
Austria,Hungary,336721518.0,336721665.0,-147.0
Austria,Italy,1796723726.0,1796723726.0,0.0
Austria,Slovakia,0.0,27571714668.0,-27571714668.0
Austria,Slovenia,586465232.0,586471639.0,-6407.0
Belarus,Lithuania,2548624429.0,0.0,2548624429.0
Belgium,France,8828991452.0,8828991448.0,4.0
Belgium,Germany,24434553244.5,16952244417.0,7482308827.5
Belgium,Netherlands,17320271432.2,13477960000.6,3842311431.6000004
Belgium,Norway,13311943529.0,0.0,13311943529.0
Belgium,United Kingdom,3700180905.0,3702217641.0,-2036736.0
Bulgaria,Greece,2628786022.0,2701284572.0,-72498550.0
Bulgaria,North Macedonia,0.0,350625853.0,-350625853.0
Bulgaria,Romania,2614999621.287,2615073307.0,-73685.71299982071
Bulgaria,Serbia,0.0,8819311584.0,-8819311584.0
Bulgaria,Turkey,1603299156.0,0.0,1603299156.0
Croatia,Hungary,453311772.0,453310952.0,820.0
Croatia,Slovenia,72617701.0,72618279.0,-578.0
Czechia,Germany,11617500262.0,11094126727.0,523373535.0
Czechia,Poland,539149470.0,538784792.0,364678.0
Czechia,Slovakia,1942899375.0,1942901868.0,-2493.0
Denmark,Germany,164198195.0,160373933.0,3824262.0
Denmark,Poland,7163922707.0,7129955722.0,33966985.0
Estonia,Finland,0.0,0.0,0.0
Estonia,Latvia,0.0,0.0,0.0
Estonia,Russia,0.0,0.0,0.0
Finland,Estonia,0.0,0.0,0.0
France,Belgium,8828991452.0,8828991448.0,4.0
France,Germany,2179536000.0,2179104567.0,431433.0
France,Spain,3462032236.0,2598729582.0,863302654.0
France,Switzerland,0.0,14226735164.0,-14226735164.0
Germany,Austria,2920723966.0,4506334616.0,-1585610650.0
Germany,Belgium,7482308825.0,0.0,7482308825.0
Germany,Czechia,17188655276.0,16400530157.0,788125119.0
Germany,Denmark,164198195.0,160373933.0,3824262.0
Germany,France,2179536000.0,4358209134.0,-2178673134.0
Germany,Luxemburg,6776469.0,6792085.932,-15616.93200000003
Germany,Netherlands,14765417387.8,24480913541.8,-9715496154.0
Germany,Norway,16109917341.1,0.0,16109917341.1
Germany,Poland,584841551.0,584826037.318,15513.682000041008
Germany,Russia,0.0,0.0,0.0
Germany,Switzerland,8869630049.0,3112690383.988,5756939665.012
Greece,Bulgaria,2628786022.0,2701284572.0,-72498550.0
Greece,Turkey,11028122504.0,0.0,11028122504.0
Hungary,Austria,336721518.0,336721665.0,-147.0
Hungary,Croatia,453311772.0,453310952.0,820.0
Hungary,Romania,1406099997.063041,1406065482.36,34514.70304107666
Hungary,Serbia,5986864000.0,391518000.0,5595346000.0
Hungary,Slovakia,1106586000.0,1106586000.0,0.0
Hungary,Ukraine,363450421.96999997,363446000.0,4421.969999969006
Ireland,United Kingdom,16043611.0,5250553861.0,-5234510250.0
Italy,Albania,9035988451.0,9035988451.0,0.0
Italy,Austria,1796723726.0,1796723726.0,0.0
Italy,San Marino,0.0,39814493.0,-39814493.0
Italy,Slovenia,343988392.0,343985615.0,2777.0
Italy,Switzerland,7759404662.0,188799836.0,7570604826.0
Latvia,Estonia,0.0,0.0,0.0
Latvia,Lithuania,701450460.0,701450460.0,0.0
Latvia,Russia,0.0,0.0,0.0
Libya,Italy,2976798286.0,0.0,2976798286.0
Lithuania,Latvia,701450460.0,701450460.0,0.0
Lithuania,Poland,516031760.0,516031760.0,0.0
Lithuania,Russia,0.0,2565743204.0,-2565743204.0
Luxemburg,Germany,6776469.0,6792085.932,-15616.93200000003
Moldavia,Romania,0.0,24015681.3094,-24015681.3094
