countryA,countryB,entryFlow,exitFlow
Albania,Italy,3274689463.0,3561948411.0
Austria,Austria,0.0,281849115.0
Austria,Germany,1276641724.0,820283919.0
Austria,Hungary,20009155.0,20009167.0
Austria,Italy,1228388802.0,1429593992.0
Austria,Slovakia,0.0,13311734276.0
Austria,Slovenia,345075789.0,319743462.0
Belgium,Belgium,10489761442.0,15886719804.0
Belgium,France,3392131789.0,3392131790.0
Belgium,Germany,3172170077.0,6374886004.0
Belgium,Netherlands,3456675856.8,4095707024.2
Belgium,Norway,5057123316.0,0.0
Belgium,United Kingdom,0.0,1063553170.0
Bulgaria,Bulgaria,1281940200.0,2161051511.0
Bulgaria,Greece,502888869.0,1265195782.0
Bulgaria,North Macedonia,0.0,143750104.0
Bulgaria,Romania,570142299.21,570158508.0
Bulgaria,Serbia,0.0,3365671027.0
Bulgaria,Turkey,5406621729.0,0.0
Croatia,Croatia,1687885325.0,1122812830.0
Croatia,Hungary,253018776.0,229750030.0
Croatia,Slovenia,30734290.0,26575259.0
Czechia,Czechia,3850449318.0,0.0
Czechia,Germany,3988913987.0,1724260190.0
Czechia,Poland,285408007.0,285408007.0
Czechia,Slovakia,1794437819.0,1794365163.0
Denmark,Denmark,38501204.0,0.0
Denmark,Germany,174296035.0,172185119.0
Denmark,Norway,3517276542.0,0.0
Denmark,Poland,2503925144.0,2504866654.0
Estonia,Estonia,0.0,262736026.54
Estonia,Finland,0.0,0.0
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,0.0,0.0
Finland,Finland,718306737.28,0.0
France,Belgium,3392131789.0,3392131790.0
France,France,45752477924.0,21844862429.0
France,Germany,112000.0,116326.0
France,Norway,4085261665.0,0.0
France,Spain,329979314.0,349675931.0
France,Switzerland,0.0,5506716250.0
Germany,Austria,3562203482.0,1641739595.0
Germany,Belgium,10219486095.4,0.0
Germany,Czechia,2270329586.0,3167171032.0
Germany,Denmark,174296035.0,172185119.0
Germany,France,112000.0,232652.0
Germany,Germany,0.0,6730941678.13
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,15625797005.687,11966999048.6
Germany,Norway,6875113972.1,0.0
Germany,Poland,176881615.0,176910973.868
Germany,Russia,0.0,0.0
Germany,Switzerland,2018688648.0,4696827272.408
Greece,Bulgaria,502888869.0,1265195782.0
Greece,Greece,0.0,410646606.0
Greece,Turkey,4284589348.0,0.0
Hungary,Austria,20009155.0,20009167.0
Hungary,Croatia,253018776.0,229750030.0
Hungary,Hungary,6657454556.0,5869223295.0
Hungary,Romania,102952112.78875999,128150800.25787
Hungary,Serbia,2435071000.0,147188000.0
Hungary,Slovakia,502398000.0,502398000.0
Hungary,Ukraine,28781635.23,28257898.88
Ireland,United Kingdom,0.0,2333354504.0
Italy,Albania,3274689463.0,3561948411.0
Italy,Austria,1228388802.0,1429593992.0
Italy,Italy,28437732833.0,29504984683.0
Italy,Libya,733627650.0,0.0
Italy,San Marino,0.0,23994217.0
Italy,Slovenia,90756996.0,83738537.0
Italy,Switzerland,2549054932.0,67767749.0
Latvia,Estonia,0.0,0.0
Latvia,Latvia,0.0,631703310.0
Latvia,Lithuania,314030359.0,314030359.0
Latvia,Russia,0.0,0.0
Lithuania,Belarus,1148638323.0,0.0
Lithuania,Latvia,314030359.0,314030359.0
Lithuania,Lithuania,619614199.0,0.0
Lithuania,Poland,26666315.0,26666315.0
Lithuania,Russia,0.0,1170004677.0
Luxemburg,Germany,0.0,0.0
Luxemburg,Luxemburg,0.0,726496476.0
Moldavia,Romania,0.0,0.0
Moldavia,Ukraine,120020266.14,172312048.39
Morocco,Spain,0.0,0.0
Netherlands,Belgium,3456675856.8,4095707024.2
Netherlands,Germany,7212751804.0,24810332569.6
Netherlands,Netherlands,42475501644.0,16462463136.5
Netherlands,United Kingdom,0.0,5815205.7
North Macedonia,Bulgaria,0.0,143750104.0
Norway,Belgium,5057123316.0,0.0
Norway,Germany,6875113972.1,0.0
Poland,Czechia,285627234.0,285408007.0
Poland,Denmark,2503925144.0,2504866654.0
Poland,Germany,176881615.0,176910973.868
Poland,Lithuania,26666315.0,26666315.0
Poland,Poland,3217875233.0,18118951768.0
Poland,Slovakia,108989342.0,108989342.0
