countryA,countryB,entryFlow,exitFlow
Albania,Italy,3059299733.0,3342864648.0
Austria,Austria,0.0,125214028.0
Austria,Germany,5437184882.0,7646075482.0
Austria,Hungary,1546051260.0,1404726388.0
Austria,Italy,2023767945.0,2168972028.0
Austria,Slovakia,0.0,12561677116.0
Austria,Slovenia,277117386.0,242923557.0
Belgium,Belgium,7381967238.0,8022810326.0
Belgium,France,2859658975.0,2859658975.0
Belgium,Germany,3465130792.0,8878343429.0
Belgium,Netherlands,12246811438.8,9084271265.7
Belgium,Norway,5261437214.0,0.0
Belgium,United Kingdom,0.0,6612342556.0
Bulgaria,Bulgaria,828664888.0,1905305030.0
Bulgaria,Greece,488075891.0,414673733.52
Bulgaria,North Macedonia,0.0,16258647.0
Bulgaria,Romania,934140920.36,1013343704.0
Bulgaria,Serbia,0.0,2064683824.0
Bulgaria,Turkey,3503497570.0,0.0
Croatia,Croatia,752384780.0,667068649.0
Croatia,Hungary,239044000.0,244016000.0
Croatia,Slovenia,140836203.0,159693611.0
Czechia,Czechia,0.0,4368035096.0
Czechia,Germany,1666296230.0,11973211189.0
Czechia,Poland,25072722.0,25072722.0
Czechia,Slovakia,274831105.0,274831105.0
Denmark,Denmark,17871216.0,0.0
Denmark,Germany,233450278.0,210006955.0
Denmark,Norway,1574811753.0,0.0
Denmark,Poland,1350661439.0,1350492763.0
Estonia,Estonia,0.0,85297449.688
Estonia,Finland,288676733.2,318984021.0
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,288676733.2,318984021.0
Finland,Finland,640175479.09,0.0
France,Belgium,2859658975.0,2859658975.0
France,France,27302528454.0,29959190306.0
France,Germany,264144000.0,264150089.0
France,Norway,5352447606.0,0.0
France,Spain,2542998118.0,2350965903.0
France,Switzerland,0.0,5167268906.0
Germany,Austria,3353986467.0,6434906130.0
Germany,Belgium,13131882553.1,0.0
Germany,Czechia,1705425022.0,25335612435.0
Germany,Denmark,233450278.0,210006955.0
Germany,France,264144000.0,528300178.0
Germany,Germany,0.0,3727320540.48
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,15087666175.6,9734043460.0
Germany,Norway,8020768640.3,0.0
Germany,Poland,572699675.0,572220455.6
Germany,Russia,0.0,0.0
Germany,Switzerland,280297425.0,10268820887.182
Greece,Bulgaria,488075891.0,414673733.52
Greece,Greece,0.0,533439284.0
Greece,Turkey,4045086378.0,0.0
Hungary,Austria,1546051260.0,1404726388.0
Hungary,Croatia,239044000.0,244016000.0
Hungary,Hungary,906071311.0,6502902946.0
Hungary,Romania,493273000.0,451451295.55
Hungary,Serbia,1298562000.0,0.0
Hungary,Slovakia,76718000.0,76718000.0
Hungary,Ukraine,26497399.61,24676000.0
Ireland,United Kingdom,0.0,1623428711.0
Italy,Albania,3059299733.0,3342864648.0
Italy,Austria,2023767945.0,2168972028.0
Italy,Italy,8126640206.0,27543867490.0
Italy,Libya,0.0,0.0
Italy,San Marino,0.0,9522614.0
Italy,Slovenia,137693682.0,126181763.0
Italy,Switzerland,5855638796.0,20126748.0
Latvia,Estonia,0.0,0.0
Latvia,Latvia,0.0,90196085.0
Latvia,Lithuania,197652769.0,264769293.0
Latvia,Russia,0.0,0.0
Lithuania,Belarus,598908584.0,0.0
Lithuania,Latvia,197652769.0,264769293.0
Lithuania,Lithuania,582544005.0,0.0
Lithuania,Poland,93420939.0,93420939.0
Lithuania,Russia,0.0,601874758.0
Luxemburg,Germany,0.0,0.0
Luxemburg,Luxemburg,0.0,299537162.0
Moldavia,Romania,0.0,14249500.537
Moldavia,Ukraine,28874749.22,135910336.73
Morocco,Spain,0.0,0.0
Netherlands,Belgium,12246811438.8,9084271265.7
Netherlands,Germany,6939721273.5,22004451593.2
Netherlands,Netherlands,22164236339.6,14917418035.9
Netherlands,United Kingdom,0.0,1823296053.0
North Macedonia,Bulgaria,0.0,16258647.0
Norway,Belgium,5261437214.0,0.0
Norway,Germany,8020768640.3,0.0
Poland,Czechia,25145520.0,25072722.0
Poland,Denmark,1350661439.0,1350492763.0
Poland,Germany,572699675.0,572220455.6
Poland,Lithuania,93420939.0,93420939.0
Poland,Poland,3123126439.0,8244202225.0
Poland,Slovakia,0.0,0.0
Poland,Ukraine,14038468.510000002,12906451.0
Portugal,Portugal,3980838742.0,1536367458.0
Portugal,Spain,419884681.0,472491808.0
Romania,Bulgaria,934140920.36,1013343704.0
Romania,Hungary,493273000.0,451451295.55
Romania,Moldavia,0.0,14249500.537
Romania,Romania,2586858090.8,4286797482.8
Romania,Ukraine,0.0,0.0
Russia,Estonia,0.0,0.0
Russia,Germany,0.0,0.0
Russia,Latvia,0.0,0.0
Serbia,Bulgaria,0.0,2064683824.0
Serbia,Hungary,1298562000.0,0.0
Slovakia,Austria,0.0,9421257837.0
Slovakia,Czechia,274831105.0,274831105.0
Slovakia,Hungary,76718000.0,76718000.0
Slovakia,Poland,0.0,0.0
Slovakia,Ukraine,4548170836.0,4151772743.9
Slovenia,Austria,277117386.0,242923557.0
Slovenia,Croatia,140836203.0,159693611.0
Slovenia,Italy,137693682.0,126181763.0
Slovenia,Slovenia,0.0,258185865.0
Spain,France,2542998118.0,2350965903.0
Spain,Morocco,0.0,312435264.0
Spain,Portugal,419884681.0,472491808.0
Spain,Spain,22354544990.0,5921234512.0
Switzerland,France,0.0,5167268906.0
Switzerland,Germany,654027325.0,3955484238.394
Switzerland,Italy,5855638796.0,0.0
Turkey,Bulgaria,0.0,0.0
Turkey,Greece,4045086378.0,0.0
Ukraine,Hungary,26497399.61,24676000.0
Ukraine,Moldavia,28874749.22,665264073.9399999
