countryA,countryB,entryFlow,exitFlow
Albania,Italy,3545915840.0,3861630669.0
Austria,Austria,0.0,210318820.0
Austria,Germany,483706514.0,792460285.0
Austria,Hungary,213566027.0,201579167.0
Austria,Italy,836237056.0,728073232.0
Austria,Slovakia,0.0,11058674976.0
Austria,Slovenia,189761266.0,170789567.0
Belgium,Belgium,9102044740.0,9919836862.0
Belgium,France,3473714932.0,3473714928.0
Belgium,Germany,2923964369.0,6673843356.0
Belgium,Netherlands,9110079752.2,6372618601.1
Belgium,Norway,5032862092.0,0.0
Belgium,United Kingdom,0.0,2266058271.0
Bulgaria,Bulgaria,1003826808.0,1864056614.0
Bulgaria,Greece,502983433.0,1097092105.0
Bulgaria,North Macedonia,0.0,126649943.0
Bulgaria,Romania,781312577.712,864599198.0
Bulgaria,Serbia,0.0,3490059082.0
Bulgaria,Turkey,5497721221.0,0.0
Croatia,Croatia,1238560042.0,981610403.0
Croatia,Hungary,237218000.0,226067952.0
Croatia,Slovenia,18179221.0,20955614.0
Czechia,Czechia,46596850.0,352288102.0
Czechia,Germany,7324405402.0,4087994352.0
Czechia,Poland,104085352.0,104085352.0
Czechia,Slovakia,743386495.0,743388988.0
Denmark,Denmark,21161727.0,0.0
Denmark,Germany,0.0,0.0
Denmark,Norway,3507606070.0,0.0
Denmark,Poland,2843302645.0,2809453815.0
Estonia,Estonia,0.0,102575899.63
Estonia,Finland,0.0,0.0
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,0.0,0.0
Finland,Finland,421057933.68,0.0
France,Belgium,3473714932.0,3473714928.0
France,France,34110324150.0,19659855584.0
France,Germany,1032208000.0,1035942673.0
France,Norway,4920956947.0,0.0
France,Spain,1149031543.0,749733754.0
France,Switzerland,0.0,5312042686.0
Germany,Austria,483708134.0,1178071888.0
Germany,Belgium,10319885692.0,0.0
Germany,Czechia,4227690458.0,6908463306.0
Germany,Denmark,0.0,0.0
Germany,France,1032208000.0,2071885346.0
Germany,Germany,0.0,4419868803.66
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,11303191061.667,9498779254.3
Germany,Norway,6669189514.8,0.0
Germany,Poland,195351271.0,195356070.81800002
Germany,Russia,0.0,0.0
Germany,Switzerland,1314121240.0,2151477348.262
Greece,Bulgaria,502983433.0,1097092105.0
Greece,Greece,0.0,446340444.0
Greece,Turkey,4606168389.0,0.0
Hungary,Austria,213566027.0,201579167.0
Hungary,Croatia,237218000.0,226067952.0
Hungary,Hungary,1283179813.0,3823526761.0
Hungary,Romania,658994547.647902,610205111.74
Hungary,Serbia,2392228000.0,48733000.0
Hungary,Slovakia,488291000.0,488291000.0
Hungary,Ukraine,378831508.22,360709000.0
Ireland,United Kingdom,0.0,1866547801.0
Italy,Albania,3545915840.0,3861630669.0
Italy,Austria,836237056.0,728073232.0
Italy,Italy,10896603067.0,18643535750.0
Italy,Libya,913356059.0,0.0
