countryA,countryB,entryFlow,exitFlow
Albania,Italy,3051138586.0,3328640317.0
Austria,Austria,0.0,75752970.0
Austria,Germany,1503071288.0,4002758818.0
Austria,Hungary,987702918.0,916415279.0
Austria,Italy,1483810841.0,1301902783.0
Austria,Slovakia,0.0,7679380680.0
Austria,Slovenia,83687204.0,80225188.0
Belgium,Belgium,5856427368.0,6983851026.0
Belgium,France,2407068638.0,2486761676.0
Belgium,Germany,3186035395.0,4738367878.0
Belgium,Netherlands,5925500723.1,4666414029.0
Belgium,Norway,5718055505.0,0.0
Belgium,United Kingdom,0.0,3306739137.0
Bulgaria,Bulgaria,935312266.0,1641261128.0
Bulgaria,Greece,468398628.0,1120870701.73
Bulgaria,North Macedonia,0.0,132932577.0
Bulgaria,Romania,1380905512.659,1506221680.0
Bulgaria,Serbia,0.0,3536810505.0
Bulgaria,Turkey,6103700344.0,0.0
Croatia,Croatia,1030582774.0,638755075.0
Croatia,Hungary,557047000.0,507283968.0
Croatia,Slovenia,34829090.0,37959418.0
Czechia,Czechia,0.0,1973684884.0
Czechia,Germany,6520656804.0,6729891195.0
Czechia,Poland,22741257.0,22741257.0
Czechia,Slovakia,531128140.0,533569637.0
Denmark,Denmark,110573760.0,0.0
Denmark,Germany,1165087649.0,1132632843.0
Denmark,Norway,3080831572.0,0.0
Denmark,Poland,3542081883.0,3528986164.0
Estonia,Estonia,0.0,51222153.728
Estonia,Finland,385656194.05,422297752.0
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,385656194.05,422297752.0
Finland,Finland,784761050.8100001,0.0
France,Belgium,2407068638.0,2486761676.0
France,France,13445357380.0,22475412674.0
France,Germany,0.0,0.0
France,Norway,5805458547.0,0.0
France,Spain,718932246.0,726388311.0
France,Switzerland,83116320.0,2334347214.0
Germany,Austria,855754809.0,1705414730.0
Germany,Belgium,7924403271.7,0.0
Germany,Czechia,2615163154.0,14242519503.0
Germany,Denmark,1165087649.0,1132632843.0
Germany,France,0.0,0.0
Germany,Germany,0.0,4104749052.81
Germany,Luxemburg,0.0,0.0
Germany,Netherlands,13147537028.9,8787575763.1
Germany,Norway,7384493362.5,0.0
Germany,Poland,393355980.0,393020153.855
Germany,Russia,0.0,0.0
Germany,Switzerland,493671747.0,5054934519.162
Greece,Bulgaria,468398628.0,1120870701.73
Greece,Greece,0.0,349462024.0
Greece,Turkey,3996900657.0,0.0
Hungary,Austria,987702918.0,916415279.0
Hungary,Croatia,557047000.0,507283968.0
Hungary,Hungary,885598942.0,8393149651.0
Hungary,Romania,816836479.383513,746193906.48
Hungary,Serbia,2939269000.0,0.0
Hungary,Slovakia,169809000.0,169809000.0
Hungary,Ukraine,899255846.84,908932000.0
Ireland,United Kingdom,0.0,1661036122.0
Italy,Albania,3051138586.0,3328640317.0
Italy,Austria,1483810841.0,1301902783.0
Italy,Italy,6684104684.0,20007818310.0
Italy,Libya,323963880.0,0.0
Italy,San Marino,0.0,5152773.0
Italy,Slovenia,108484595.0,97287968.0
Italy,Switzerland,2771630094.0,254023422.0
Latvia,Estonia,0.0,0.0
Latvia,Latvia,0.0,66885012.0
Latvia,Lithuania,753159560.0,822589820.0
Latvia,Russia,0.0,0.0
Lithuania,Belarus,589885184.0,0.0
Lithuania,Latvia,753159560.0,822589820.0
Lithuania,Lithuania,1211553535.0,0.0
Lithuania,Poland,23862606.0,23862606.0
Lithuania,Russia,0.0,593925663.0
Luxemburg,Germany,0.0,0.0
Luxemburg,Luxemburg,0.0,196415486.0
Moldavia,Romania,0.0,110676897.934
Moldavia,Ukraine,13766860.22,590634764.82
Morocco,Spain,44596.0,0.0
Netherlands,Belgium,5925500723.1,4666414029.0
Netherlands,Germany,6645152310.6,20838579955.1
Netherlands,Netherlands,24235675962.1,15282865306.7
Netherlands,United Kingdom,0.0,949998414.0
North Macedonia,Bulgaria,0.0,132932577.0
Norway,Belgium,5718055505.0,0.0
Norway,Germany,7384493362.5,0.0
Poland,Czechia,22784318.0,22741257.0
Poland,Denmark,3542081883.0,3528986164.0
Poland,Germany,393355980.0,393020153.855
Poland,Lithuania,23862606.0,23862606.0
Poland,Poland,3044592022.0,7267367249.0
Poland,Slovakia,118010229.0,118010229.0
Poland,Ukraine,375663982.92,376923184.0
Portugal,Portugal,3602642242.0,1796159693.0
Portugal,Spain,202953797.0,214262842.0
Romania,Bulgaria,1380905512.659,1506221680.0
Romania,Hungary,816836479.383513,746193906.48
Romania,Moldavia,0.0,110676897.934
Romania,Romania,2791447018.342,3948390555.09
Romania,Ukraine,613375326.39,613360403.23
Russia,Estonia,0.0,0.0
Russia,Germany,0.0,0.0
Russia,Latvia,0.0,0.0
Serbia,Bulgaria,0.0,3536810505.0
Serbia,Hungary,2939269000.0,0.0
Slovakia,Austria,0.0,5759535510.0
Slovakia,Czechia,531128140.0,533569637.0
Slovakia,Hungary,169809000.0,169809000.0
Slovakia,Poland,118010229.0,118010229.0
Slovakia,Ukraine,6343473725.8,6142382533.1
Slovenia,Austria,83687204.0,80225188.0
Slovenia,Croatia,34829090.0,37959418.0
Slovenia,Italy,108484595.0,97287968.0
Slovenia,Slovenia,0.0,153776040.0
Spain,France,718932246.0,726388311.0
Spain,Morocco,0.0,351181146.0
Spain,Portugal,202953797.0,214262842.0
Spain,Spain,15287206228.0,5697242709.0
Switzerland,France,83116320.0,2334347214.0
Switzerland,Germany,1151900743.0,1943752915.054
Switzerland,Italy,2771630094.0,243934334.0
Turkey,Bulgaria,0.0,0.0
Turkey,Greece,3996900657.0,0.0
Ukraine,Hungary,899255846.84,908932000.0
Ukraine,Moldavia,737495.74,599147233.82
Ukraine,Poland,375663982.92,376923184.0
Ukraine,Romania,613375326.39,613360403.23
Ukraine,Russia,5059221348.9,0.0
Ukraine,Slovakia,6343473725.8,6142382533.1
Ukraine,Ukraine,13029364.48,892508.8300000001
United Kingdom,Belgium,3306735679.0,0.0
United Kingdom,Ireland,4372222.0,0.0
United Kingdom,Netherlands,1063595179.9,0.0
United Kingdom,Norway,11906318326.0,0.0
United Kingdom,United Kingdom,3307902464.0,7462381043.0
