countryA,countryB,entryFlow,exitFlow
Albania,Italy,3107712303.0,3107712303.0
Austria,Austria,0.0,307783873.0
Austria,Germany,4681487921.0,3500987623.0
Austria,Hungary,571272376.0,515886667.0
Austria,Italy,1929312092.0,2077844917.0
Austria,Slovakia,0.0,9189209888.0
Austria,Slovenia,378456924.0,351889493.0
Belgium,Belgium,10702884530.0,15291519338.0
Belgium,France,3062959622.0,2850900758.0
Belgium,Germany,3451850107.0,8404112584.0
Belgium,Luxemburg,339056737.0,0.0
Belgium,Netherlands,8250591657.3,5250473691.4
Belgium,Norway,5692982703.0,0.0
Belgium,United Kingdom,0.0,4194796683.0
Bulgaria,Bulgaria,2153349888.0,3054905379.0
Bulgaria,Greece,1004364862.0,1179509056.87
Bulgaria,North Macedonia,0.0,173016107.0
Bulgaria,Romania,957110773.96,957186930.0
Bulgaria,Serbia,0.0,2793288313.0
Bulgaria,Turkey,4262449469.0,0.0
Croatia,Croatia,1449290965.0,1210142758.0
Croatia,Hungary,85464000.0,72349000.0
Croatia,Slovenia,52513904.0,56150137.0
Czechia,Czechia,6005975718.0,0.0
Czechia,Germany,5672067654.0,8170859649.0
Czechia,Poland,18802290.0,18802290.0
Czechia,Slovakia,980289190.0,980289190.0
Denmark,Denmark,32696192.0,0.0
Denmark,Germany,9283340.0,43630392.0
Denmark,Norway,2857812616.0,0.0
Denmark,Poland,2352087528.0,2351496104.0
Estonia,Estonia,0.0,155753526.16
Estonia,Finland,513891711.0,512571351.17
Estonia,Latvia,0.0,0.0
Estonia,Russia,0.0,0.0
Finland,Estonia,513891711.0,512571351.17
Finland,Finland,49594796.690423,0.0
France,Belgium,3062959622.0,2850900758.0
France,France,46003785214.0,22467042919.0
France,Germany,934768000.0,934394036.0
France,Norway,4602024077.0,0.0
France,Spain,511683619.0,515812420.0
France,Switzerland,0.0,5559316724.0
Germany,Austria,6500444986.0,4037790245.0
Germany,Belgium,11858735638.4,0.0
Germany,Czechia,2733579340.0,18378553861.0
Germany,Denmark,9283340.0,43630392.0
Germany,France,934768000.0,1868788072.0
Germany,Germany,0.0,5446705061.91
